file_name,artifact_type,module_or_lab,task_code,task_title,relative_path,evidence_for,status,comment
VKC_PR_M02_terraformNetworkCreating_РемизовКЛ_20260531.png,EVIDENCE,M02,01,Terraform создание сети,02_evidence/VKC_PR_M02_terraformNetworkCreating_РемизовКЛ_20260531.png,VKC_PR_M02_01_vpc_subnets_REPORT_РемизовКЛ_20260531.md,final,
VKC_PR_M02_VPCandSubnets_РемизовКЛ_20260531.png,EVIDENCE,M02,01,VPC и подсети (UI),02_evidence/VKC_PR_M02_VPCandSubnets_РемизовКЛ_20260531.png,VKC_PR_M02_01_vpc_subnets_REPORT_РемизовКЛ_20260531.md,final,
VKC_PR_M02_VPCbyOpenstack_РемизовКЛ_20260531.png,EVIDENCE,M02,01,VPC через OpenStack CLI,02_evidence/VKC_PR_M02_VPCbyOpenstack_РемизовКЛ_20260531.png,VKC_PR_M02_01_vpc_subnets_REPORT_РемизовКЛ_20260531.md,final,
VKC_PR_M02_02_secgroups_REPORT_РемизовКЛ_20260531.md,PR,M02,02,Настройка Security Groups,01_reports/VKC_PR_M02_02_secgroups_REPORT_РемизовКЛ_20260531.md,,final,
VKC_PR_M02_Securitygroups_РемизовКЛ_20260531.png,EVIDENCE,M02,02,Группы безопасности (UI),02_evidence/VKC_PR_M02_Securitygroups_РемизовКЛ_20260531.png,VKC_PR_M02_02_secgroups_REPORT_РемизовКЛ_20260531.md,final,
VKC_PR_M02_Securitygroupsbyopenstack_РемизовКЛ_20260531.png,EVIDENCE,M02,02,Группы безопасности (OpenStack CLI),02_evidence/VKC_PR_M02_Securitygroupsbyopenstack_РемизовКЛ_20260531.png,VKC_PR_M02_02_secgroups_REPORT_РемизовКЛ_20260531.md,final,
VKC_PR_M02_Securitygroupsbyterraform_РемизовКЛ_20260531.png,EVIDENCE,M02,02,Группы безопасности (Terraform),02_evidence/VKC_PR_M02_Securitygroupsbyterraform_РемизовКЛ_20260531.png,VKC_PR_M02_02_secgroups_REPORT_РемизовКЛ_20260531.md,final,
VKC_PR_M02_03_loadbalancer_REPORT_РемизовКЛ_20260531.md,PR,M02,03,Настройка балансировщика нагрузки,01_reports/VKC_PR_M02_03_loadbalancer_REPORT_РемизовКЛ_20260531.md,,final,
VKC_PR_M02_Balancer_РемизовКЛ_20260531.png,EVIDENCE,M02,03,Балансировщик создан,02_evidence/VKC_PR_M02_Balancer_РемизовКЛ_20260531.png,VKC_PR_M02_03_loadbalancer_REPORT_РемизовКЛ_20260531.md,final,
VKC_PR_M02_Balancerpruf_РемизовКЛ_20260531.png,EVIDENCE,M02,03,Проверка здоровья балансировщика,02_evidence/VKC_PR_M02_Balancerpruf_РемизовКЛ_20260531.png,VKC_PR_M02_03_loadbalancer_REPORT_РемизовКЛ_20260531.md,final,
VKC_PR_M02_Balancerterraform_РемизовКЛ_20260531.png,EVIDENCE,M02,03,Балансировщик (Terraform код),02_evidence/VKC_PR_M02_Balancerterraform_РемизовКЛ_20260531.png,VKC_PR_M02_03_loadbalancer_REPORT_РемизовКЛ_20260531.md,final,
VKC_LR_01_web_ha_REPORT_РемизовКЛ_20260604.md,LR,LR_01,main,Развертывание отказоустойчивой веб-инфраструктуры (ЛР1),01_reports/VKC_LR_01_web_ha_REPORT_РемизовКЛ_20260604.md,,final,
VKC_LR_01_DB_РемизовКЛ_20260604.png,EVIDENCE,LR_01,main,Инстанс базы данных,02_evidence/VKC_LR_01_DB_РемизовКЛ_20260604.png,VKC_LR_01_web_ha_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_01_DB_SecurityGroups_20260604.png,EVIDENCE,LR_01,main,Группы безопасности БД,02_evidence/VKC_LR_01_DB_SecurityGroups_20260604.png,VKC_LR_01_web_ha_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_01_Lab1VPC_РемизовКЛ_20260604.png,EVIDENCE,LR_01,main,Конфигурация VPC,02_evidence/VKC_LR_01_Lab1VPC_РемизовКЛ_20260604.png,VKC_LR_01_web_ha_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_01_Prif_РемизовКЛ_20260604.png,EVIDENCE,LR_01,main,Тест производительности,02_evidence/VKC_LR_01_Prif_РемизовКЛ_20260604.png,VKC_LR_01_web_ha_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_01_Router_РемизовКЛ_20260604.png,EVIDENCE,LR_01,main,Настройки роутера,02_evidence/VKC_LR_01_Router_РемизовКЛ_20260604.png,VKC_LR_01_web_ha_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_01_VM_РемизовКЛ_20260604.png,EVIDENCE,LR_01,main,Список виртуальных машин,02_evidence/VKC_LR_01_VM_РемизовКЛ_20260604.png,VKC_LR_01_web_ha_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_01_balancer_РемизовКЛ_20260604.png,EVIDENCE,LR_01,main,Балансировщик нагрузки,02_evidence/VKC_LR_01_balancer_РемизовКЛ_20260604.png,VKC_LR_01_web_ha_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_01_bastion_РемизовКЛ_20260604.png,EVIDENCE,LR_01,main,Бастионный хост,02_evidence/VKC_LR_01_bastion_РемизовКЛ_20260604.png,VKC_LR_01_web_ha_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_01_compute_РемизовКЛ_20260604.tf,CODE,LR_01,main,Terraform compute,03_code/VKC_LR_01_compute_РемизовКЛ_20260604.tf,,final,
VKC_LR_01_loadbalancer_РемизовКЛ_20260604.tf,CODE,LR_01,main,Terraform балансировщик,03_code/VKC_LR_01_loadbalancer_РемизовКЛ_20260604.tf,,final,
VKC_LR_01_network_РемизовКЛ_20260604.tf,CODE,LR_01,main,Terraform сеть,03_code/VKC_LR_01_network_РемизовКЛ_20260604.tf,,final,
VKC_LR_01_outputs_РемизовКЛ_20260604.tf,CODE,LR_01,main,Terraform outputs,03_code/VKC_LR_01_outputs_РемизовКЛ_20260604.tf,,final,
VKC_LR_01_provider_РемизовКЛ_20260604.tf,CODE,LR_01,main,Terraform provider,03_code/VKC_LR_01_provider_РемизовКЛ_20260604.tf,,final,
VKC_LR_01_security_РемизовКЛ_20260604.tf,CODE,LR_01,main,Terraform security groups,03_code/VKC_LR_01_security_РемизовКЛ_20260604.tf,,final,
VKC_LR_01_terraform_РемизовКЛ_20260604.tfvars,CODE,LR_01,main,Terraform переменные (значения),03_code/VKC_LR_01_terraform_РемизовКЛ_20260604.tfvars,,final,
VKC_LR_01_variables_РемизовКЛ_20260604.tf,CODE,LR_01,main,Terraform переменные (декларация),03_code/VKC_LR_01_variables_РемизовКЛ_20260604.tf,,final,
VKC_PR_M03_01_s3_REPORT_РемизовКЛ_20260609.md,PR,M03,01,Работа с объектным хранилищем (S3),01_reports/VKC_PR_M03_01_s3_REPORT_РемизовКЛ_20260609.md,,final,
VKC_PR_M03_aws_РемизовКЛ_20260609.log,EVIDENCE,M03,01,Вывод AWS CLI,02_evidence/VKC_PR_M03_aws_РемизовКЛ_20260609.log,VKC_PR_M03_01_s3_REPORT_РемизовКЛ_20260609.md,final,
VKC_PR_M03_Bucket_РемизовКЛ_20260609.png,EVIDENCE,M03,01,S3 бакет,02_evidence/VKC_PR_M03_Bucket_РемизовКЛ_20260609.png,VKC_PR_M03_01_s3_REPORT_РемизовКЛ_20260609.md,final,
VKC_PR_M03_index_РемизовКЛ_20260609.png,EVIDENCE,M03,01,Главная страница (статический сайт),02_evidence/VKC_PR_M03_index_РемизовКЛ_20260609.png,VKC_PR_M03_01_s3_REPORT_РемизовКЛ_20260609.md,final,
VKC_PR_M03_terraform_РемизовКЛ_20260609.log,EVIDENCE,M03,01,Лог выполнения Terraform,02_evidence/VKC_PR_M03_terraform_РемизовКЛ_20260609.log,VKC_PR_M03_01_s3_REPORT_РемизовКЛ_20260609.md,final,
VKC_PR_M03_02_postgres_REPORT_РемизовКЛ_20260610.md,PR,M03,02,Создание управляемой базы данных PostgreSQL,01_reports/VKC_PR_M03_02_postgres_REPORT_РемизовКЛ_20260610.md,,final,
VKC_PR_M03_CreatedDBShow_РемизовКЛ_20260609.png,EVIDENCE,M03,02,Созданная БД (скриншот),02_evidence/VKC_PR_M03_CreatedDBShow_РемизовКЛ_20260609.png,VKC_PR_M03_02_postgres_REPORT_РемизовКЛ_20260610.md,final,
VKC_PR_M03_DBLog_РемизовКЛ_20260610.log,EVIDENCE,M03,02,Лог базы данных (psql),02_evidence/VKC_PR_M03_DBLog_РемизовКЛ_20260610.log,VKC_PR_M03_02_postgres_REPORT_РемизовКЛ_20260610.md,final,
VKC_PR_M03_DBTerraform_РемизовКЛ_20260610.log,EVIDENCE,M03,02,Terraform для БД (лог),02_evidence/VKC_PR_M03_DBTerraform_РемизовКЛ_20260610.log,VKC_PR_M03_02_postgres_REPORT_РемизовКЛ_20260610.md,final,
VKC_PR_M03_DBopenStack_РемизовКЛ_20260610.log,EVIDENCE,M03,02,OpenStack CLI (БД),02_evidence/VKC_PR_M03_DBopenStack_РемизовКЛ_20260610.log,VKC_PR_M03_02_postgres_REPORT_РемизовКЛ_20260610.md,final,
VKC_LR_05_backup_restore_REPORT_РемизовКЛ_20260604.md,LR,LR_05,main,Резервное копирование и восстановление базы данных (ЛР5),01_reports/VKC_LR_05_backup_restore_REPORT_РемизовКЛ_20260604.md,,final,
VKC_LR_05_BackupDB_РемизовКЛ_20260610.png,EVIDENCE,LR_05,main,Восстановление из бэкапа,02_evidence/VKC_LR_05_BackupDB_РемизовКЛ_20260610.png,VKC_LR_05_backup_restore_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_05_BackupsList_РемизовКЛ_20260610.png,EVIDENCE,LR_05,main,Список резервных копий,02_evidence/VKC_LR_05_BackupsList_РемизовКЛ_20260610.png,VKC_LR_05_backup_restore_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_05_Backups_РемизовКЛ_20260610.png,EVIDENCE,LR_05,main,Бакет S3 с бэкапами,02_evidence/VKC_LR_05_Backups_РемизовКЛ_20260610.png,VKC_LR_05_backup_restore_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_05_DBInstance_РемизовКЛ_20260610.png,EVIDENCE,LR_05,main,Инстанс базы данных для ЛР5,02_evidence/VKC_LR_05_DBInstance_РемизовКЛ_20260610.png,VKC_LR_05_backup_restore_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_05_PITR_РемизовКЛ_20260610.png,EVIDENCE,LR_05,main,Настройка PITR,02_evidence/VKC_LR_05_PITR_РемизовКЛ_20260610.png,VKC_LR_05_backup_restore_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_05_S3_РемизовКЛ_20260610.png,EVIDENCE,LR_05,main,Экспорт в S3,02_evidence/VKC_LR_05_S3_РемизовКЛ_20260610.png,VKC_LR_05_backup_restore_REPORT_РемизовКЛ_20260604.md,final,
VKC_LR_05_DB_РемизовКЛ_20260610.tf,CODE,LR_05,main,Terraform конфигурация управляемой БД,03_code/VKC_LR_05_DB_РемизовКЛ_20260610.tf,,final,
VKC_PR_M04_01_cli_REPORT_РемизовКЛ_20260614.md,PR,M04,01,Работа с OpenStack CLI,01_reports/VKC_PR_M04_01_cli_REPORT_РемизовКЛ_20260614.md,,final,
VKC_PR_M04_1_ImageVkcloud_РемизовКЛ_20260614.png,EVIDENCE,M04,01,Созданный образ my-custom-image,02_evidence/VKC_PR_M04_1_ImageVkcloud_РемизовКЛ_20260614.png,VKC_PR_M04_01_cli_REPORT_РемизовКЛ_20260614.md,final,
VKC_PR_M04_1_VMCreate_РемизовКЛ_20260614.log,EVIDENCE,M04,01,Лог создания ВМ через CLI,02_evidence/VKC_PR_M04_1_VMCreate_РемизовКЛ_20260614.log,VKC_PR_M04_01_cli_REPORT_РемизовКЛ_20260614.md,final,
VKC_PR_M04_1_VmImage_РемизовКЛ_20260614.log,EVIDENCE,M04,01,Лог создания образа ВМ,02_evidence/VKC_PR_M04_1_VmImage_РемизовКЛ_20260614.log,VKC_PR_M04_01_cli_REPORT_РемизовКЛ_20260614.md,final,
VKC_PR_M04_1_cliAdvancedVMVkCloud_РемизовКЛ_20260614.png,EVIDENCE,M04,01,Расширенное создание ВМ через CLI,02_evidence/VKC_PR_M04_1_cliAdvancedVMVkCloud_РемизовКЛ_20260614.png,VKC_PR_M04_01_cli_REPORT_РемизовКЛ_20260614.md,final,
VKC_PR_M04_02_api_REPORT_РемизовКЛ_20260614.md,PR,M04,02,Работа с API через curl,01_reports/VKC_PR_M04_02_api_REPORT_РемизовКЛ_20260614.md,,final,
VKC_PR_M04_2_APIVMCreate_РемизовКЛ_20260614.png,EVIDENCE,M04,02,Создание ВМ через API (скриншот),02_evidence/VKC_PR_M04_2_APIVMCreate_РемизовКЛ_20260614.png,VKC_PR_M04_02_api_REPORT_РемизовКЛ_20260614.md,final,
VKC_PR_M04_2_TokenGet_РемизовКЛ_20260614.log,EVIDENCE,M04,02,Получение токена аутентификации,02_evidence/VKC_PR_M04_2_TokenGet_РемизовКЛ_20260614.log,VKC_PR_M04_02_api_REPORT_РемизовКЛ_20260614.md,final,
VKC_PR_M04_2_VMCreate_РемизовКЛ_20260614.log,EVIDENCE,M04,02,Лог создания ВМ через API,02_evidence/VKC_PR_M04_2_VMCreate_РемизовКЛ_20260614.log,VKC_PR_M04_02_api_REPORT_РемизовКЛ_20260614.md,final,
VKC_PR_M04_2_VMList_РемизовКЛ_20260614.log,EVIDENCE,M04,02,Список ВМ через API,02_evidence/VKC_PR_M04_2_VMList_РемизовКЛ_20260614.log,VKC_PR_M04_02_api_REPORT_РемизовКЛ_20260614.md,final,
VKC_MINI_M04_snapshot_rotation_РемизовКЛ_20260614.md,MINI,M04,main,Автоматическое создание и ротация снапшотов ВМ,01_reports/VKC_MINI_M04_snapshot_rotation_РемизовКЛ_20260614.md,,final,
VKC_MINI_M04_snapshot_rotation_РемизовКЛ_20260614.log,EVIDENCE,M04,main,Лог выполнения скрипта снапшотов,02_evidence/VKC_MINI_M04_snapshot_rotation_РемизовКЛ_20260614.log,VKC_MINI_M04_snapshot_rotation_РемизовКЛ_20260614.md,final,
VKC_MINI_M04_snapshot_rotation_РемизовКЛ_20260614.sh,CODE,M04,main,Bash-скрипт для снапшотов и ротации,03_code/VKC_MINI_M04_snapshot_rotation_РемизовКЛ_20260614.sh,,final,
VKC_PR_M05_01_terraform_REPORT_РемизовКЛ_20260615.md,PR,M05,01,Infrastructure as Code с Terraform,01_reports/VKC_PR_M05_01_terraform_REPORT_РемизовКЛ_20260615.md,,final,
VKC_PR_M05_01_terraformLog_РемизовКЛ_20260615.log,EVIDENCE,M05,01,Infrastructure as Code с Terraform,02_evidence/VKC_PR_M05_01_terraformLog_РемизовКЛ_20260615.log,VKC_PR_M05_01_terraform_REPORT_РемизовКЛ_20260615.md,final,
VKC_PR_M05_01_network_РемизовКЛ_20260615.png,EVIDENCE,M05,01,Infrastructure as Code с Terraform,02_evidence/VKC_PR_M05_01_network_РемизовКЛ_20260615.png,VKC_PR_M05_01_terraform_REPORT_РемизовКЛ_20260615.md,final,
VKC_PR_M05_01_complete-infra_РемизовКЛ_20260615.tf,CODE,M05,01,Infrastructure as Code с Terraform,03_code/VKC_PR_M05_01_complete-infra_РемизовКЛ_20260615.tf,,final,
VKC_PR_M05_02_k8s_REPORT_РемизовКЛ_20260615.md,PR,M05,02,Работа с Kubernetes (MK8s),01_reports/VKC_PR_M05_02_k8s_REPORT_РемизовКЛ_20260615.md,,final,
VKC_PR_M05_02_k8s_my-k8s_РемизовКЛ_20260615.png,EVIDENCE,M05,02,Созданный кластер Kubernetes,02_evidence/VKC_PR_M05_02_k8s_my-k8s_РемизовКЛ_20260615.png,VKC_PR_M05_02_k8s_REPORT_РемизовКЛ_20260615.md,final,
VKC_PR_M05_02_k8s_stage2log_РемизовКЛ_20260615.log,EVIDENCE,M05,02,Лог подключения к кластеру (kubectl get nodes/pods),02_evidence/VKC_PR_M05_02_k8s_stage2log_РемизовКЛ_20260615.log,VKC_PR_M05_02_k8s_REPORT_РемизовКЛ_20260615.md,final,
VKC_PR_M05_02_k8s_stage3log_РемизовКЛ_20260615.log,EVIDENCE,M05,02,Лог применения манифеста и ожидания External-IP,02_evidence/VKC_PR_M05_02_k8s_stage3log_РемизовКЛ_20260615.log,VKC_PR_M05_02_k8s_REPORT_РемизовКЛ_20260615.md,final,
VKC_PR_M05_02_k8s_stage3pruf_РемизовКЛ_20260615.png,EVIDENCE,M05,02,Страница nginx по внешнему IP балансировщика,02_evidence/VKC_PR_M05_02_k8s_stage3pruf_РемизовКЛ_20260615.png,VKC_PR_M05_02_k8s_REPORT_РемизовКЛ_20260615.md,final,
VKC_PR_M05_02_k8s_deployment_РемизовКЛ_20260615.yaml,CODE,M05,02,Манифест Deployment и Service LoadBalancer,03_code/VKC_PR_M05_02_k8s_deployment_РемизовКЛ_20260615.yaml,VKC_PR_M05_02_k8s_REPORT_РемизовКЛ_20260615.md,final,
VKC_PR_M05_03_packer_REPORT_РемизовКЛ_20260616.md,PR,M05,03,Создание образов с Packer,01_reports/VKC_PR_M05_03_packer_REPORT_РемизовКЛ_20260616.md,,final,
VKC_PR_M05_03_packer_log_РемизовКЛ_20260616.log,EVIDENCE,M05,03,Лог сборки Packer,02_evidence/VKC_PR_M05_03_packer_log_РемизовКЛ_20260616.log,VKC_PR_M05_03_packer_REPORT_РемизовКЛ_20260616.md,final,
VKC_PR_M05_03_packer_packer-config_РемизовКЛ_20260516.pkr.hcl,CODE,M05,03,Конфигурация Packer,03_code/VKC_PR_M05_03_packer_packer-config_РемизовКЛ_20260516.pkr.hcl,VKC_PR_M05_03_packer_REPORT_РемизовКЛ_20260616.md,final,
VKC_PR_M05_03_packer_curl_РемизовКЛ_20260616.png,EVIDENCE,M05,03,Проверка работы nginx через curl на тестовой ВМ,02_evidence/VKC_PR_M05_03_packer_curl_РемизовКЛ_20260616.png,VKC_PR_M05_03_packer_REPORT_РемизовКЛ_20260616.md,final,
VKC_PR_M05_03_packer_image_РемизовКЛ_20260616.png,EVIDENCE,M05,03,Созданный образ Packer в списке образов VK Cloud,02_evidence/VKC_PR_M05_03_packer_image_РемизовКЛ_20260616.png,VKC_PR_M05_03_packer_REPORT_РемизовКЛ_20260616.md,final,
VKC_LR_02_tf_packer_REPORT_РемизовКЛ_20260617.md,REPORT,LR_02,main,Автоматизация с Terraform и Packer,01_reports/VKC_LR_02_tf_packer_REPORT_РемизовКЛ_20260617.md,,final,
VKC_LR_02_tf_packer_balancerpruf_РемизовКЛ_20260617.png,EVIDENCE,LR_02,main,Проверка работы балансировщика,02_evidence/VKC_LR_02_tf_packer_balancerpruf_РемизовКЛ_20260617.png,VKC_LR_02_tf_packer_REPORT_РемизовКЛ_20260617.md,final,
VKC_LR_02_tf_packer_networktopology_РемизовКЛ_20260617.png,EVIDENCE,LR_02,main,Топология сети,02_evidence/VKC_LR_02_tf_packer_networktopology_РемизовКЛ_20260617.png,VKC_LR_02_tf_packer_REPORT_РемизовКЛ_20260617.md,final,
VKC_LR_02_tf_packer_packerlog_РемизовКЛ_20260617.log,EVIDENCE,LR_02,main,Лог сборки Packer,02_evidence/VKC_LR_02_tf_packer_packerlog_РемизовКЛ_20260617.log,VKC_LR_02_tf_packer_REPORT_РемизовКЛ_20260617.md,final,
VKC_LR_02_tf_packer_packer_РемизовКЛ_20260617.png,EVIDENCE,LR_02,main,Образ созданный Packer,02_evidence/VKC_LR_02_tf_packer_packer_РемизовКЛ_20260617.png,VKC_LR_02_tf_packer_REPORT_РемизовКЛ_20260617.md,final,
VKC_LR_02_tf_packer_s3log_РемизовКЛ_20260617.log,EVIDENCE,LR_02,main,Лог подключения к S3 бэкенду,02_evidence/VKC_LR_02_tf_packer_s3log_РемизовКЛ_20260617.log,VKC_LR_02_tf_packer_REPORT_РемизовКЛ_20260617.md,final,
VKC_LR_02_tf_packer_tflog1_РемизовКЛ_20260617.log,EVIDENCE,LR_02,main,Лог Terraform apply (часть 1),02_evidence/VKC_LR_02_tf_packer_tflog1_РемизовКЛ_20260617.log,VKC_LR_02_tf_packer_REPORT_РемизовКЛ_20260617.md,final,
VKC_LR_02_tf_packer_tflog2_РемизовКЛ_20260617.log,EVIDENCE,LR_02,main,Лог Terraform apply (часть 2),02_evidence/VKC_LR_02_tf_packer_tflog2_РемизовКЛ_20260617.log,VKC_LR_02_tf_packer_REPORT_РемизовКЛ_20260617.md,final,
VKC_LR_02_tf_packer_backend_РемизовКЛ_20260617.tf,CODE,LR_02,main,Terraform backend S3,03_code/VKC_LR_02_tf_packer_backend_РемизовКЛ_20260617.tf,,final,
VKC_LR_02_tf_packer_compute_РемизовКЛ_20260617.tf,CODE,LR_02,main,Terraform вычислительные ресурсы,03_code/VKC_LR_02_tf_packer_compute_РемизовКЛ_20260617.tf,,final,
VKC_LR_02_tf_packer_database_РемизовКЛ_20260617.tf,CODE,LR_02,main,Terraform управляемая БД,03_code/VKC_LR_02_tf_packer_database_РемизовКЛ_20260617.tf,,final,
VKC_LR_02_tf_packer_loadbalancer_РемизовКЛ_20260617.tf,CODE,LR_02,main,Terraform балансировщик,03_code/VKC_LR_02_tf_packer_loadbalancer_РемизовКЛ_20260617.tf,,final,
VKC_LR_02_tf_packer_network_РемизовКЛ_20260617.tf,CODE,LR_02,main,Terraform сеть,03_code/VKC_LR_02_tf_packer_network_РемизовКЛ_20260617.tf,,final,
VKC_LR_02_tf_packer_outputs_РемизовКЛ_20260617.tf,CODE,LR_02,main,Terraform выходные переменные,03_code/VKC_LR_02_tf_packer_outputs_РемизовКЛ_20260617.tf,,final,
VKC_LR_02_tf_packer_packer-config_РемизовКЛ_20260516.pkr.hcl,CODE,LR_02,main,Конфигурация Packer,03_code/VKC_LR_02_tf_packer_packer-config_РемизовКЛ_20260516.pkr.hcl,,final,
VKC_LR_02_tf_packer_provider_РемизовКЛ_20260617.tf,CODE,LR_02,main,Terraform провайдер,03_code/VKC_LR_02_tf_packer_provider_РемизовКЛ_20260617.tf,,final,
VKC_LR_02_tf_packer_security_РемизовКЛ_20260617.tf,CODE,LR_02,main,Terraform Security Groups,03_code/VKC_LR_02_tf_packer_security_РемизовКЛ_20260617.tf,,final,
VKC_LR_02_tf_packer_variables_РемизовКЛ_20260617.tf,CODE,LR_02,main,Terraform переменные,03_code/VKC_LR_02_tf_packer_variables_РемизовКЛ_20260617.tf,,final,
VKC_PR_M06_01_monitoring_REPORT_РемизовКЛ_20260617.md,PR,M06,01,Настройка мониторинга (Prometheus + Grafana),01_reports/VKC_PR_M06_01_monitoring_REPORT_РемизовКЛ_20260617.md,,final,
VKC_PR_M06_01_monitoring_VM_РемизовКЛ_20260617.png,EVIDENCE,M06,01,Список созданных ВМ,02_evidence/VKC_PR_M06_01_monitoring_VM_РемизовКЛ_20260617.png,VKC_PR_M06_01_monitoring_REPORT_РемизовКЛ_20260617.md,final,
VKC_PR_M06_01_monitoring_Prometeus_РемизовКЛ_20260617.png,EVIDENCE,M06,01,Цели Prometheus (UP),02_evidence/VKC_PR_M06_01_monitoring_Prometeus_РемизовКЛ_20260617.png,VKC_PR_M06_01_monitoring_REPORT_РемизовКЛ_20260617.md,final,
VKC_PR_M06_01_monitoring_DS_РемизовКЛ_20260617.png,EVIDENCE,M06,01,Data Source Prometheus в Grafana,02_evidence/VKC_PR_M06_01_monitoring_DS_РемизовКЛ_20260617.png,VKC_PR_M06_01_monitoring_REPORT_РемизовКЛ_20260617.md,final,
VKC_PR_M06_01_monitoring_dashboard_РемизовКЛ_20260617.png,EVIDENCE,M06,01,Дашборд Node Exporter Full,02_evidence/VKC_PR_M06_01_monitoring_dashboard_РемизовКЛ_20260617.png,VKC_PR_M06_01_monitoring_REPORT_РемизовКЛ_20260617.md,final,
VKC_PR_M06_01_monitoring_tf_РемизовКЛ_20260617.log,EVIDENCE,M06,01,Лог Terraform apply,02_evidence/VKC_PR_M06_01_monitoring_tf_РемизовКЛ_20260617.log,VKC_PR_M06_01_monitoring_REPORT_РемизовКЛ_20260617.md,final,
VKC_PR_M06_01_monitoring_main_РемизовКЛ_20260617.tf,CODE,M06,01,Код Terraform для мониторинга,03_code/VKC_PR_M06_01_monitoring_main_РемизовКЛ_20260617.tf,VKC_PR_M06_01_monitoring_REPORT_РемизовКЛ_20260617.md,final,
VKC_LR_03_monitoring_REPORT_РемизовКЛ_20260618.md,REPORT,LR_03,main,Мониторинг и логирование,01_reports/VKC_LR_03_monitoring_REPORT_РемизовКЛ_20260618.md,,final,
